VISIBLE OUTPUT INVENTORY
17 files | 2508 unique strings
==========================================================================================
Format: [REPO] | [FILE] | [CLASSIFICATION] | [FIELD] | TEXT
==========================================================================================


──────────────────────────────────────────────────────────────────────────────────────────
ACTIVE PRIMARY SOURCES  (2144 strings)
──────────────────────────────────────────────────────────────────────────────────────────

[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña | Payments Strategy, Product Economics &amp; Commercialization
[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | EUR trade flows
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Intra-company transfers
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | United Kingdom
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Post-Brexit trade
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Financial services
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | APAC treasury hubs
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Private wealth
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Shared service centers
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Energy sector
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Trade finance
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Manufacturing payroll
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Automotive supply chain
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Investment flows
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Capital markets
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Private banking
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Consumer goods
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Agribusiness
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Diaspora flows
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | High margin + high growth — invest aggressively
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | High margin, mature — protect pricing and share
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Growth flow — improve cost structure to unlock margin
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Adequate margin — operational efficiency opportunity
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | DE-PRIORITIZE / EXIT
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Below threshold — de-prioritize or exit
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | 'Space Mono', monospace
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , borderRadius: 2, background: `${color}18`, color, border: `1px solid ${color}44`, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , borderLeft: `3px solid ${accent || T.gold}`, gridColumn: wide ?
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | 'Cormorant Garamond', serif
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Cormorant Garamond
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , background: isNet ? `linear-gradient(90deg, ${T.goldDim}, ${T.gold})` : color, opacity: 0.85, borderRadius: 3, transition:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize: 10, color: T.text, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | stroke={color} strokeWidth=
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | strokeLinejoin=
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | ).pop().split(
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | )[0]} cy={pts.split(
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Liquidity cost
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Intermediary cost
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , value: selectedFlow.compliance, color:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | TOTAL VOLUME
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | PORTFOLIO NET
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | AVG NET MARGIN
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Portfolio Overview
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Flow Rankings
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Flow Deep Dive
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Strategy Matrix
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | of gross revenue
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Total Cost Base
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Rail + liquidity + compliance + exceptions
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Total Volume
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Transactions across all flows
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Bubble size = transaction volume
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Annual Growth Rate (%)
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | insideBottom
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Net Margin (%)
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , style: { fill: T.textFaint, fontSize: 10, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | fontSize={9} fill={T.text} fontFamily=
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , gap: 8, justifyContent:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , flexWrap:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , background: c, display:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , color: T.green, flows: withAnalytics.filter(c=>c.classification===
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | High margin + high growth — invest
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , color: T.teal, flows: withAnalytics.filter(c=>c.classification===
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Mature + profitable — protect
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , color: T.amber, flows: withAnalytics.filter(c=>c.classification===
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Margin pressure — restructure costs
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Below threshold — act now
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Gross Fee Revenue
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | + Conversion & spread revenue (where applicable)
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Rail Costs
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Liquidity cost
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Intermediary cost
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Compliance Costs
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Exception Costs
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | FX Volatility
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Classification
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:8, color:T.textFaint, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , borderBottom:`1px solid ${T.border}`, whiteSpace:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:10, color:T.textFaint, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | }}>{String(i+1).padStart(2,
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:10, color:T.textMid, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:10, color:T.text, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:11, color:T.text, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:11, color:T.teal, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:11, color:T.red, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:12, fontWeight:700, color:c.net>0?T.green:T.red, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:11, color:c.netMarginPct>35?T.green:c.netMarginPct>20?T.amber:T.red, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , fontSize:11, color:c.growthRate>15?T.green:c.growthRate>8?T.amber:T.textMid, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , gap:8, alignItems:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Liquidity Turn Days
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Exception Rate
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Compliance
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | − Exceptions
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | tick={{ fill:T.textFaint, fontSize:9, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | tick={{ fill:T.textMid, fontSize:9, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Strategic Recommendation
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | warrants incremental volume investment and competitive pricing discipline
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | is a core franchise asset — prioritise retention over new acquisition
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | requires cost structure review before additional volume investment
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | should be reviewed for restructuring or exit within 2 quarters
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Largest Cost Lever
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | : selectedFlow.exceptions,
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | : selectedFlow.intermediaryCost,
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | FX & Risk Profile
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | elevated — margin at risk in adverse rate scenarios. Consider dynamic FX spread floors to protect revenue
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | moderate. Current spread of
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | bps is adequate but should be reviewed quarterly against rate movements
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | low — the pegged or managed rate environment provides stable margin visibility. FX spread of
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | bps can be maintained without dynamic adjustment
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , background:`${T.gold}08`, borderRadius:8, border:`1px solid ${T.gold}22`, display:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , gap:12, alignItems:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , gap:8, flexWrap:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , background:`${T.gold}18`, color:T.goldLt, borderRadius:3, fontFamily:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | AI-generated investment priorities and action plan for each flow classification
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , color:T.green, icon:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Increase sales coverage and volume targets
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Maintain competitive pricing — do not discount
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Invest in flow STP automation to scale without proportional cost growth
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Consider dedicated liquidity optimisation for high-volume flows
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Target: 20%+ volume growth YoY
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , color:T.teal, icon:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Anchor pricing at current spread — resist client pressure to reduce
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Focus on wallet share growth within existing client base
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Monitor competitive entry — these flows attract attention
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Build switching costs through workflow integration and liquidity structures
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Target: Hold margin within 2% of current
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , color:T.amber, icon:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Conduct full cost audit: liquidity, intermediary, compliance, exceptions
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Renegotiate intermediary banking terms at next renewal
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Set STP improvement targets — reduce exception rate by 30%
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Evaluate whether FX spread is adequately capturing risk
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Target: Lift net margin by 8–12pp in 12 months
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Prepare restructuring case: repricing or volume minimum commitments
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Engage clients on new pricing terms within 60 days
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | If restructuring fails, begin managed wind-down — no new volume acquisition
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Reassign liquidity and intermediary capacity to GROW flows
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | Decision point: 90 days
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , border:`1px solid ${q.color}33`, cursor:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , background:`${T.blue}10`, borderRadius:8, border:`1px solid ${T.blue}22`, display:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.string] | , background:`${T.teal}10`, borderRadius:8, border:`1px solid ${T.teal}22`, display:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | 40 && c.growthRate
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Net Margin:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Growth Rate:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | PAYMENT FLOW ANALYZER
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | MODEL 03 — FLOW INTELLIGENCE · LAYER 3
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Growth Rate vs. Net Margin — Flow Positioning
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Strategy Classification
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Portfolio Flow Margin Waterfall
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Flow Economics Rankings
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Click any flow to open the Deep Dive analysis →
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Regulatory Risk:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Flow Margin Waterfall
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Cost Structure Breakdown
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | 12-Month Revenue Trend
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | AI Strategic Assessment
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | KEY FLOW DRIVERS:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Portfolio Strategy Matrix — Investment Allocation Framework
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | None currently
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Flow Economics builds on the Model 01 margin waterfall. Gross revenue, rail cost, and exception data are sourced from the Profitability Engine baseline, ensuring consistent economic accounting across the framework.
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | MODEL 04 CONNECTION:
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | Flow growth rates and classification feed into the Client Behavior Engine (Model 04). Clients active in GROW flows are flagged as expansion targets; clients concentrated in EXIT flows are elevated as retention risks.
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | PAYMENT FLOW ANALYZER · MODEL 03 · FLOW INTELLIGENCE · CARLOS UREÑA PAYMENTS STRATEGY
[ai-payments-portfolio] | [Model03_CorridorAnalyzer.jsx] | [JSX.text] | PROTOTYPE · SYNTHETIC DATA · 10 FLOWS · Q1 2025
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | rgba(201,168,76,0.10)
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | rgba(45,212,191,0.10)
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | rgba(248,113,113,0.10)
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | rgba(251,191,36,0.08)
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | rgba(52,211,153,0.08)
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | rgba(96,165,250,0.08)
[ai-payments-portfolio] | [Model04_ClientBehavior.jsx] | [JSX.string] | 'Inter', system-ui, sans-serif
